length (m),F_geo,V_trn,I_trn,V_out,I_out,E_pon,E_poff,E_crit,_IR_cips,IR_cips,A_scan,R_gb,R_t2m,R_t3m,D_dcvg,D_olre,F_type,F_id,D_clas,D_len,D_erf,D_dept,SRF_loc,N_ocd,S_srb,T_opr,C_pipe,Y_pipe,S_CR,Decision
"125,511",No Feature,100,100,16.50,8.50,1268,1164,,99,104,3.08,100,24871.704,9751.628,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,512",No Feature,100,100,16.50,8.50,1257,1151,,97,106,3.08,100,24849.096,9781.772,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,513",No Feature,100,100,16.50,8.50,1275,1163,,91,112,3.08,100,24826.488,9811.916,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,514",No Feature,100,100,16.50,8.50,1298,1182,,88,116,3.08,100,24803.88,9842.06,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,515",No Feature,100,100,16.50,8.50,1289,1194,,108,95,5.45,100,24781.272,9872.204,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,516",No Feature,100,100,16.50,8.50,1311,1194,,88,117,5.45,100,24758.664,9902.348,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,517",No Feature,100,100,16.50,8.50,1287,1169,,88,118,5.45,100,24736.056,9932.492,AA,-22,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"125,518",No Feature,100,100,16.50,8.50,1281,1170,,94,111,5.45,100,24713.448,9962.636,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,519",D,100,100,16.50,8.50,1230,1137,,111,93,5.45,100,24690.84,9992.78,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,520",No Feature,100,100,16.50,8.50,1246,1141,,98,105,5.47,100,24668.232,10022.924,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,521",No Feature,100,100,16.50,8.50,1246,1141,,98,105,5.47,100,24645.624,10053.068,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,522",No Feature,100,100,16.50,8.50,1243,1140,,99,103,5.47,100,24623.016,10083.212,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,523",No Feature,100,100,16.50,8.50,1306,1191,,89,115,5.47,100,24600.408,10113.356,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,524",No Feature,100,100,16.50,8.50,1292,1177,,89,115,5.47,100,24577.8,10143.5,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,525",TP125+525,100,100,16.50,8.50,1286,1168,,86,118,0.05,100,24555.192,10173.644,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,526",No Feature,100,100,16.50,8.50,1282,1164,,87,118,0.05,100,24532.584,10203.788,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,527",No Feature,100,100,16.50,8.50,1284,1165,,86,119,0.05,100,24509.976,10233.932,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,528",No Feature,100,100,16.50,8.50,1275,1154,,85,121,0.05,100,24487.368,10264.076,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,529",No Feature,100,100,16.50,8.50,1309,1184,,83,125,0.05,100,24464.76,10294.22,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,530",No Feature,100,100,16.50,8.50,1300,1189,,93,111,6.51,100,24442.152,10324.364,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,531",No Feature,100,100,16.50,8.50,1287,1177,,95,110,6.51,100,24419.544,10354.508,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,532",No Feature,100,100,16.50,8.50,1300,1177,,85,123,6.51,100,24396.936,10384.652,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,533",No Feature,100,100,16.50,8.50,1298,1178,,89,120,6.51,100,24374.328,10414.796,AA,-17,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"125,534",No Feature,100,100,16.50,8.50,1292,1164,,85,128,6.51,100,24351.72,10444.94,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,535",No Feature,100,100,16.50,8.50,1290,1165,,88,125,5.47,100,24329.112,10475.084,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,536",No Feature,100,100,16.50,8.50,1300,1188,,99,112,5.47,100,24306.504,10505.228,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,537",D,100,100,16.50,8.50,1277,1172,,106,105,5.47,100,24283.896,10535.372,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,538",No Feature,100,100,16.50,8.50,1300,1189,,101,111,5.47,100,24261.288,10565.516,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,539",No Feature,100,100,16.50,8.50,1300,1187,,100,113,5.47,100,24238.68,10595.66,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,540",No Feature,100,100,16.50,8.50,1296,1182,,99,114,3.72,100,24216.072,10625.804,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,541",No Feature,100,100,16.50,8.50,1300,1188,,101,112,3.72,100,24193.464,10655.948,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,542",No Feature,100,100,16.50,8.50,1292,1173,,95,119,3.72,100,24170.856,10686.092,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,543",No Feature,100,100,16.50,8.50,1287,1173,,100,114,3.72,100,24148.248,10716.236,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,544",No Feature,100,100,16.50,8.50,1309,1180,,88,129,3.72,100,24125.64,10746.38,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,545",No Feature,100,100,16.50,8.50,1310,1183,,91,127,6.82,100,24103.032,10776.524,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,546",No Feature,100,100,16.50,8.50,1306,1174,,88,132,6.82,100,24080.424,10806.668,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,547",No Feature,100,100,16.50,8.50,1283,1193,,128,90,6.82,100,24057.816,10836.812,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,548",No Feature,100,100,16.50,8.50,1306,1195,,103,111,6.82,100,24035.208,10866.956,AA,-21,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"125,549",No Feature,100,100,16.50,8.50,1320,1195,,93,125,6.82,100,24012.6,10897.1,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,550",TP125+550,100,100,16.50,8.50,1325,1203,,95,122,6.51,100,23989.992,10927.244,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,551",No Feature,100,100,16.50,8.50,1277,1196,,143,81,6.51,100,23967.384,10957.388,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,552",D,100,100,16.50,8.50,1343,1156,,63,187,6.51,100,23944.776,10987.532,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,553",No Feature,100,100,16.50,8.50,1278,1170,,109,108,6.51,100,23922.168,11017.676,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,554",No Feature,100,100,16.50,8.50,1279,1171,,109,108,6.51,100,23899.56,11047.82,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,555",No Feature,100,100,16.50,8.50,1278,1169,,108,109,6.44,100,23876.952,11077.964,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,556",No Feature,100,100,16.50,8.50,1281,1176,,112,105,6.44,100,23854.344,11108.108,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,557",No Feature,100,100,16.50,8.50,1285,1203,,141,82,6.44,100,23831.736,11138.252,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,558",No Feature,100,100,16.50,8.50,1312,1204,,107,108,6.44,100,23809.128,11168.396,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,559",No Feature,100,100,16.50,8.50,1315,1206,,106,109,6.44,100,23786.52,11198.54,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,560",No Feature,100,100,16.50,8.50,1293,1181,,103,112,4.57,100,23763.912,11228.684,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,561",No Feature,100,100,16.50,8.50,1296,1176,,96,120,4.57,100,23741.304,11258.828,AC,-39,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"125,562",No Feature,100,100,16.50,8.50,1311,1196,,100,115,4.57,100,23718.696,11288.972,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,563",No Feature,100,100,16.50,8.50,1317,1192,,92,125,4.57,100,23696.088,11319.116,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,564",D,100,100,16.50,8.50,1282,1157,,92,125,4.57,100,23673.48,11349.26,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,565",No Feature,100,100,16.50,8.50,1295,1170,,92,125,3.97,100,23650.872,11379.404,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,566",No Feature,100,100,16.50,8.50,1302,1197,,109,105,3.97,100,23628.264,11409.548,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,567",No Feature,100,100,16.50,8.50,1294,1200,,122,94,3.97,100,23605.656,11439.692,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,568",No Feature,100,100,16.50,8.50,1306,1199,,107,107,3.97,100,23583.048,11469.836,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,569",No Feature,100,100,16.50,8.50,1305,1196,,105,109,3.97,100,23560.44,11499.98,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,570",No Feature,100,100,16.50,8.50,1300,1195,,109,105,3.15,100,23537.832,11530.124,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,571",No Feature,100,100,16.50,8.50,1270,1162,,105,108,3.15,100,23515.224,11560.268,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,572",No Feature,100,100,16.50,8.50,1305,1188,,97,117,3.15,100,23492.616,11590.412,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,573",No Feature,100,100,16.50,8.50,1308,1185,,93,123,3.15,100,23470.008,11620.556,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,574",No Feature,100,100,16.50,8.50,1302,1206,,118,96,3.15,100,23447.4,11650.7,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,575",TP125+575,100,100,16.50,8.50,1330,1206,,91,124,4.32,100,23424.792,11680.844,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,576",No Feature,100,100,16.50,8.50,1321,1211,,102,110,4.32,100,23402.184,11710.988,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,577",No Feature,100,100,16.50,8.50,1328,1190,,82,138,4.32,100,23379.576,11741.132,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,578",No Feature,100,100,16.50,8.50,1332,1191,,81,141,4.32,100,23356.968,11771.276,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,579",No Feature,100,100,16.50,8.50,1349,1206,,81,143,4.32,100,23334.36,11801.42,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,580",No Feature,100,100,16.50,8.50,1349,1207,,82,142,4.50,100,23311.752,11831.564,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,581",No Feature,100,100,16.50,8.50,1352,1212,,84,140,4.50,100,23289.144,11861.708,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,582",No Feature,100,100,16.50,8.50,1334,1203,,89,131,4.50,100,23266.536,11891.852,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,583",No Feature,100,100,16.50,8.50,1359,1201,,75,158,4.50,100,23243.928,11921.996,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,584",No Feature,100,100,16.50,8.50,1303,1213,,130,90,4.50,100,23221.32,11952.14,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,585",No Feature,100,100,16.50,8.50,1322,1203,,99,119,0.05,100,23198.712,11982.284,AA,-25,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"125,586",No Feature,100,100,16.50,8.50,1334,1203,,90,131,0.05,100,23176.104,12012.428,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,587",No Feature,100,100,16.50,8.50,1336,1204,,91,132,0.05,100,23153.496,12042.572,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,588",D,100,100,16.50,8.50,1339,1206,,91,133,0.05,100,23130.888,12072.716,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,589",No Feature,100,100,16.50,8.50,1341,1211,,94,130,0.05,100,23108.28,12102.86,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,590",No Feature,100,100,16.50,8.50,1358,1234,,98,124,4.83,100,23085.672,12133.004,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,591",No Feature,100,100,16.50,8.50,1355,1232,,99,123,4.83,100,23063.064,12163.148,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,592",No Feature,100,100,16.50,8.50,1356,1232,,99,124,4.83,100,23040.456,12193.292,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,593",No Feature,100,100,16.50,8.50,1353,1229,,99,124,4.83,100,23017.848,12223.436,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,594",No Feature,100,100,16.50,8.50,1310,1186,,99,124,4.83,100,22995.24,12253.58,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,595",No Feature,100,100,16.50,8.50,1336,1205,,94,131,3.12,100,22972.632,12283.724,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,596",No Feature,100,100,16.50,8.50,1341,1206,,92,135,3.12,100,22950.024,12313.868,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,597",No Feature,100,100,16.50,8.50,1341,1206,,93,135,3.12,100,22927.416,12344.012,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,598",No Feature,100,100,16.50,8.50,1327,1200,,99,127,3.12,100,22904.808,12374.156,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,599",No Feature,100,100,16.50,8.50,1329,1212,,108,117,3.12,100,22882.2,12404.3,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,600",TP125+600,100,100,16.50,8.50,1349,1210,,91,139,4.33,100,22859.592,12434.444,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,601",No Feature,100,100,16.50,8.50,1352,1210,,90,142,4.33,100,22836.984,12464.588,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,602",No Feature,100,100,16.50,8.50,1330,1192,,93,138,4.33,100,22814.376,12494.732,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,603",No Feature,100,100,16.50,8.50,1338,1196,,91,142,4.33,100,22791.768,12524.876,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,604",No Feature,100,100,16.50,8.50,1312,1187,,104,125,4.33,100,22769.16,12555.02,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,605",No Feature,100,100,16.50,8.50,1296,1192,,125,104,5.46,100,22746.552,12585.164,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,606",No Feature,100,100,16.50,8.50,1335,1193,,92,142,5.46,100,22723.944,12615.308,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,607",No Feature,100,100,16.50,8.50,1325,1177,,89,148,5.46,100,22701.336,12645.452,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,608",No Feature,100,100,16.50,8.50,1343,1211,,99,132,5.46,100,22678.728,12675.596,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,609",No Feature,100,100,16.50,8.50,1345,1210,,97,135,5.46,100,22656.12,12705.74,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,610",No Feature,100,100,16.50,8.50,1317,1181,,96,136,11.93,100,22633.512,12735.884,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,611",No Feature,100,100,16.50,8.50,1317,1197,,108,120,11.93,100,22610.904,12766.028,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,612",No Feature,100,100,16.50,8.50,1335,1197,,94,138,11.93,100,22588.296,12796.172,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,613",D,100,100,16.50,8.50,1320,1195,,103,125,11.93,100,22565.688,12826.316,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,614",No Feature,100,100,16.50,8.50,1322,1195,,102,127,11.93,100,22543.08,12856.46,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,615",No Feature,100,100,16.50,8.50,1290,1191,,131,99,6.09,100,22520.472,12886.604,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,616",No Feature,100,100,16.50,8.50,1279,1163,,111,116,6.09,100,22497.864,12916.748,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,617",No Feature,100,100,16.50,8.50,1277,1165,,114,112,6.09,100,22475.256,12946.892,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,618",No Feature,100,100,16.50,8.50,1275,1161,,112,114,6.09,100,22452.648,12977.036,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,619",No Feature,100,100,16.50,8.50,1272,1168,,122,104,6.09,100,22430.04,13007.18,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,620",No Feature,100,100,16.50,8.50,1300,1178,,104,122,0.05,100,22407.432,13037.324,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,621",No Feature,100,100,16.50,8.50,1317,1200,,108,117,0.05,100,22384.824,13067.468,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,622",No Feature,100,100,16.50,8.50,1341,1199,,89,142,0.05,100,22362.216,13097.612,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,623",No Feature,100,100,16.50,8.50,1337,1205,,96,132,0.05,100,22339.608,13127.756,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,624",No Feature,100,100,16.50,8.50,1336,1213,,103,123,0.05,100,22317,13157.9,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,625",TP125+625,100,100,16.50,8.50,1357,1213,,89,144,0.05,100,22294.392,13188.044,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,626",No Feature,100,100,16.50,8.50,1356,1212,,89,144,0.05,100,22271.784,13218.188,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,627",No Feature,100,100,16.50,8.50,1361,1211,,86,150,0.05,100,22249.176,13248.332,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,628",No Feature,100,100,16.50,8.50,1333,1211,,105,122,0.05,100,22226.568,13278.476,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,629",No Feature,100,100,16.50,8.50,1336,1208,,101,128,0.05,100,22203.96,13308.62,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,630",No Feature,100,100,16.50,8.50,1359,1210,,87,149,0.05,100,22181.352,13338.764,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,631",No Feature,100,100,16.50,8.50,1344,1199,,89,145,0.05,100,22158.744,13368.908,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,632",No Feature,100,100,16.50,8.50,1353,1188,,79,165,0.05,100,22136.136,13399.052,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,633",No Feature,100,100,16.50,8.50,1357,1204,,85,153,0.05,100,22113.528,13429.196,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,634",No Feature,100,100,16.50,8.50,1357,1206,,87,151,0.05,100,22090.92,13459.34,AA,-18,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"125,635",No Feature,100,100,16.50,8.50,1327,1202,,106,125,0.05,100,22068.312,13489.484,NC,0,Offtake,Offtake,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,636",No Feature,100,100,16.50,8.50,1355,1205,,88,150,0.05,100,22045.704,13519.628,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,637",No Feature,100,100,16.50,8.50,1330,1198,,100,132,0.05,100,22023.096,13549.772,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,638",No Feature,100,100,16.50,8.50,1309,1195,,115,114,0.05,100,22000.488,13579.916,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,639",D,100,100,16.50,8.50,1346,1200,,90,146,0.05,100,21977.88,13610.06,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,640",No Feature,100,100,16.50,8.50,1334,1217,,112,117,0.05,100,21955.272,13640.204,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,641",No Feature,100,100,16.50,8.50,1311,1178,,99,133,0.05,100,21932.664,13670.348,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,642",No Feature,100,100,16.50,8.50,1318,1184,,98,134,0.05,100,21910.056,13700.492,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,643",No Feature,100,100,16.50,8.50,1316,1181,,97,135,0.05,100,21887.448,13730.636,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,644",No Feature,100,100,16.50,8.50,1321,1187,,98,134,0.05,100,21864.84,13760.78,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,645",No Feature,100,100,16.50,8.50,1327,1194,,100,133,0.05,100,21842.232,13790.924,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,646",No Feature,100,100,16.50,8.50,1338,1194,,93,144,0.05,100,21819.624,13821.068,AA,-19,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"125,647",No Feature,100,100,16.50,8.50,1325,1179,,92,146,0.05,100,21797.016,13851.212,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,648",No Feature,100,100,16.50,8.50,1352,1203,,91,149,0.05,100,21774.408,13881.356,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,649",No Feature,100,100,16.50,8.50,1351,1202,,92,149,0.05,100,21751.8,13911.5,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,650",D,100,100,16.50,8.50,1326,1206,,115,120,0.05,100,21729.192,13941.644,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,651",No Feature,100,100,16.50,8.50,1349,1208,,98,141,0.05,100,21706.584,13971.788,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,652",No Feature,100,100,16.50,8.50,1349,1208,,98,141,0.05,100,21683.976,14001.932,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,653",No Feature,100,100,16.50,8.50,1303,1173,,106,130,0.05,100,21661.368,14032.076,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,654",No Feature,100,100,16.50,8.50,1303,1171,,105,132,0.05,100,21638.76,14062.22,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,655",No Feature,100,100,16.50,8.50,1306,1172,,103,134,0.05,100,21616.152,14092.364,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,656",No Feature,100,100,16.50,8.50,1309,1170,,99,139,0.05,100,21593.544,14122.508,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,657",No Feature,100,100,16.50,8.50,1324,1192,,104,132,0.05,100,21570.936,14152.652,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,658",No Feature,100,100,16.50,8.50,1353,1209,,96,144,0.05,100,21548.328,14182.796,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,659",No Feature,100,100,16.50,8.50,1292,1169,,112,123,0.05,100,21525.72,14212.94,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,660",No Feature,100,100,16.50,8.50,1354,1205,,93,149,0.05,100,21503.112,14243.084,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,661",No Feature,100,100,16.50,8.50,1334,1199,,102,135,0.05,100,21480.504,14273.228,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,662",No Feature,100,100,16.50,8.50,1356,1211,,94,145,0.05,100,21457.896,14303.372,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,663",No Feature,100,100,16.50,8.50,1340,1201,,98,139,0.05,100,21435.288,14333.516,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,664",No Feature,100,100,16.50,8.50,1363,1216,,93,147,0.05,100,21412.68,14363.66,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,665",No Feature,100,100,16.50,8.50,1371,1217,,89,154,0.05,100,21390.072,14393.804,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,666",No Feature,100,100,16.50,8.50,1344,1195,,92,149,0.05,100,21367.464,14423.948,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,667",No Feature,100,100,16.50,8.50,1362,1204,,87,158,0.05,100,21344.856,14454.092,AA,-23,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,2
"125,668",No Feature,100,100,16.50,8.50,1363,1206,,89,157,0.05,100,21322.248,14484.236,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,669",No Backfill Start,100,100,16.50,8.50,1345,1194,,93,151,0.05,100,21299.64,14514.38,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,670",No Feature,100,100,16.50,8.50,1313,1176,,103,137,0.05,100,21277.032,14544.524,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,671",No Feature,100,100,16.50,8.50,1353,1206,,96,147,0.05,100,21254.424,14574.668,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,672",No Feature,100,100,16.50,8.50,1341,1221,,117,120,0.05,100,21231.816,14604.812,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,673",No Feature,100,100,16.50,8.50,1357,1217,,100,140,0.05,100,21209.208,14634.956,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,674",No Feature,100,100,16.50,8.50,1360,1216,,98,144,0.05,100,21186.6,14665.1,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,675",TP125+675,100,100,16.50,8.50,1319,1182,,103,137,3.09,100,21163.992,14695.244,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,676",D,100,100,16.50,8.50,1329,1203,,112,126,3.09,100,21141.384,14725.388,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"125,677",No Feature,100,100,16.50,8.50,1303,1197,,131,106,3.09,100,21118.776,14755.532,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
